PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
WTgo5,2kr1b1r/pp3pp1/4pn1p/P1BPq3/1nB1P3/2N2P2/1P4PP/R2QK2R w KQ - 0 15,c5d4 e5d4 d1d4 b4c2 e1f2 c2d4,1537,73,95,20846,advantage attraction exposedKing fork long middlegame sacrifice,https://lichess.org/IsFOYbco#28,Queens_Gambit_Accepted Queens_Gambit_Accepted_Normal_Variation,1980370
uYUoU,4r3/1p3Qbk/p1q1p1p1/2p5/4P3/1P4RP/5PP1/6K1 b - - 2 29,e6e5 g3g4 g6g5 g4g5 c6h6 g5h5,1837,72,95,13034,advantage endgame long pin,https://lichess.org/l4tPi1EL/black#57,,1238230
drICR,3r2k1/2b1r3/pp1q2p1/3p1pQp/3B3P/2P2pP1/PP5N/3RR1K1 w - - 0 33,g5e7 d6g3 g1f1 g3g2,1231,75,97,13733,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/DaKLgW2P#64,,1332101
mTGx4,rn2k2r/pp3ppp/2p5/q2bb3/B2Pn3/2N1Q3/PPP2PPP/R1B1K2R w KQkq - 0 17,d4e5 e4c3 e3c3 a5a4,1295,74,95,20759,advantage capturingDefender opening short,https://lichess.org/gTXXPMKC#32,Russian_Game Russian_Game_Other_variations,1972105
cIyF2,r3kb1r/p4ppp/2p1p3/2pp4/4nP1q/1PN1PQ1P/PBPP2P1/R3K2R w KQkq - 2 11,e1e2 e4g3 e2f2 g3h1,1330,75,95,13669,crushing doubleCheck fork middlegame short,https://lichess.org/M2HfM9dm#20,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation,1298555
566nh,4r1k1/pp3ppn/4p3/1Pr5/5n2/PR3N1P/5PP1/1Q4K1 w - - 0 31,b3b4 c5c1 b1c1 f4e2 g1h2 e2c1,1591,75,96,16898,advantage attraction fork long middlegame sacrifice,https://lichess.org/1pNzuumK#60,,1622208
kT4iG,r1bq1k1r/1p1nnpbp/p2Np1p1/2Pp4/2P5/1P3N2/PB2PPPP/1R1QKB1R b K - 0 10,d7c5 b2g7 f8g7 d1d4 e6e5 d4c5,1640,75,95,15639,advantage attraction fork long opening,https://lichess.org/9rUvMnSU/black#19,English_Opening English_Opening_Symmetrical_Variation,1485705
eWm8a,8/6nk/7p/6p1/Q7/P2K3P/rp3PP1/8 w - - 0 44,a4b3 a2a3 b3a3 b2b1q,1184,74,95,13515,advancedPawn advantage deflection endgame pin promotion short,https://lichess.org/qXqpo1uO#86,,1283925
1ymmt,1r3rk1/p4pp1/3Np2p/2Pq4/3P2Q1/1P1n2P1/P4P1P/R4RK1 w - - 8 25,d6e4 f7f5 e4c3 f5g4 c3d5 e6d5,1488,74,94,16697,advantage fork long middlegame,https://lichess.org/QwdVcKiv#48,,1569518
Oqw6T,Qn2k2r/p4ppp/3bp3/3p4/2q5/2N5/PPK1R2P/R1B5 w k - 1 21,a8d5 c4e2 c3e2 e6d5,1636,76,96,12771,advantage middlegame short,https://lichess.org/KNRLB4lX#40,,1226016
IIaid,3rn1k1/p5pp/1q2pp2/8/1P1p4/P6Q/2r2PPP/2N1RRK1 b - - 0 27,e6e5 h3b3 g8h8 b3c2,1546,73,96,23121,advantage fork middlegame short,https://lichess.org/6EaMAG9Q/black#53,,2219616
x198C,rr1q2k1/6p1/4p2R/1pppN1P1/p2P4/P1P5/1P2QP2/1K6 b - - 0 26,d8g5 h6h8 g8h8 e5f7 h8h7 f7g5,1483,76,96,23826,attraction crushing endgame fork long sacrifice,https://lichess.org/TM2I71Dn/black#51,,2287296
r0Pfk,r3kb1r/1p2ppp1/p1n2n2/q5B1/6b1/2NP1NPp/PPP1BP1P/R2Q1RK1 w kq - 1 12,a2a3 g4f3 e2f3 a5g5,1262,77,95,13240,advantage capturingDefender opening short,https://lichess.org/4Q07191l#22,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit,1257800
oOO4H,RQ6/5p2/4pqk1/1p4p1/1bp1B3/8/1P1r1PP1/5K2 b - - 10 29,g6h6 b8h2 h6g7 h2h8,1631,76,96,16512,endgame mate mateIn2 short,https://lichess.org/hDeAEzUS/black#57,,1585152
4FRJG,q3k2r/3n1pp1/4p2p/1p2P3/1npP3B/5B2/1Q3PPP/5RK1 b k - 0 19,a8a4 f1a1 a4a1 b2a1,1391,73,95,20170,crushing middlegame short,https://lichess.org/XqdNFjJN/black#37,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,1916150
PeMod,r1b3r1/1pp4k/p2p3p/3P1p2/1PPNn1qP/P1B1P3/2QN1p1R/2R4K w - - 7 33,d2e4 g4g1 c1g1 f2g1q,1281,78,96,24124,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,https://lichess.org/rjnECn0C#64,,2315904
I1gYJ,2R2bk1/7p/3p4/3Pp1p1/3pPp2/1r3P2/2R1K1PP/8 w - - 6 42,c8d8 d4d3 e2d2 d3c2,1679,74,96,16170,advancedPawn crushing endgame fork master short,https://lichess.org/MuPVjkR6#82,,1552320
zDgqy,r1bqk2r/pp2p1b1/2p2n1p/3pNpp1/3P4/2PBP3/PP1N1PPP/R2QK2R b KQkq - 0 11,f6e4 d1h5 e8f8 h5f7,1498,74,96,18589,mate mateIn2 opening short,https://lichess.org/GUybL2CK/black#21,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1784544
b1m6c,2k3r1/ppp1b2p/8/2q2p1p/5Pn1/1P1P1n2/P1PB2P1/2RQ1R1K w - - 0 24,f1f3 g4f2 f3f2 c5f2 d1f3 f2d2,1484,76,97,14958,crushing fork long middlegame,https://lichess.org/4TBfWKfy#46,,1450926
wduxv,2kr2r1/ppp2p1p/6q1/8/8/P1B1PB1P/4QK2/RN6 w - - 2 24,b1d2 g6g3 f2f1 g3g1,1344,75,96,15452,mate mateIn2 middlegame short,https://lichess.org/y6ZeN7I4#46,,1483392
GfpaH,2kr3r/ppq1bppp/4p3/4n3/QP1P4/P7/1B3PPP/RN3RK1 b - - 1 17,e5g4 f1c1 c7c1 b2c1,1363,77,96,20120,crushing middlegame pin short,https://lichess.org/C38CJ58d/black#33,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,1931520
ls340,8/8/p4pk1/1p1P1p2/2p5/2P2P2/P4KP1/8 b - - 2 43,g6f7 f2e3 f7e7 e3d4 e7d7 d4c5,1463,76,96,15391,crushing endgame long master pawnEndgame,https://lichess.org/2kxAmnLm/black#85,,1477536
VBUnZ,r5k1/p6p/3p2p1/2p1b2P/1PP1p2q/P2P3b/3B4/1R1Q1RNK w - - 0 28,d2e1 h3g2 h1g2 h4h2,1806,75,95,14516,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/IENWfuZh#54,,1379020
GDy9X,2n2rk1/pp3rb1/3p2q1/3p2pp/1B1Pp3/PP2P2Q/1KPN1P1R/4R3 b - - 0 26,f7f2 h2f2 f8f2 h3c8,1377,78,95,19879,advantage middlegame short,https://lichess.org/VpSKsATY/black#51,,1888505
orjzh,r3kb1r/ppp1ppp1/2n2n2/3p4/3P1BqN/2P3P1/PP1NPPKP/R2Q1R2 w kq - 1 11,e2e3 h8h4 d1g4 h4g4,1335,74,95,18231,advantage master middlegame pin short,https://lichess.org/Wslyy6cv#20,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation,1731945
Q8LRE,r1b2nk1/1pq3p1/p1n5/3pp1NQ/3P4/2P1B3/P5PP/5RK1 b - - 3 20,c8e6 f1f8 g8f8 g5e6,1969,78,95,13348,attraction crushing kingsideAttack middlegame short,https://lichess.org/MOrJdaXp/black#39,,1268060
S4M0J,2r3k1/8/p3prp1/3p2q1/bPpQ2Bp/P6P/5PP1/R1R3K1 b - - 1 32,f6f4 g4e6 g8h7 d4a7 h7h6 e6c8,1742,75,95,13154,crushing exposedKing fork long middlegame,https://lichess.org/FFby6kls/black#63,,1249630
cYPbK,rn1r2k1/ppp2ppp/8/3BP3/4P3/4Kn2/PP3P1P/R2N3R b - - 1 15,f3e5 d5b7 b8c6 b7a8,1209,74,97,13339,advantage middlegame short trappedPiece,https://lichess.org/P4NokbVo/black#29,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations,1293883
ULwK5,6B1/p1k2p2/4p2P/2p5/6P1/P7/n1p2r2/4R2K b - - 0 32,c2c1q e1c1 a2c1 h6h7,1395,74,96,24089,advancedPawn advantage endgame short,https://lichess.org/uGv6Dx8k/black#63,,2312544
LarSA,2b2rk1/5ppp/2pp2q1/2p5/1P2Pn2/r1N5/5PPP/2RQRBK1 w - - 0 19,b4c5 f4h3 g1h1 h3f2,1973,75,95,13574,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/3ngBHTED#36,Scotch_Game Scotch_Game_Classical_Variation,1289530
ceGZk,4Q3/1R3ppk/p6p/3p4/3q4/5P2/P3RKPP/2r5 w - - 5 30,e8e3 d4h4 g2g3 h4h2,1501,75,96,14764,endgame mate mateIn2 short,https://lichess.org/w1W8tf4C#58,,1417344
7mQ5N,r2q1rk1/p1pnb1pp/2ppb3/5p2/2P1PB2/2N5/PPQ1BPPP/R4RK1 w - - 0 12,f4g3 f5f4 g3f4 f8f4,1529,75,94,14683,advantage middlegame short trappedPiece,https://lichess.org/NgLOJ56f#22,Philidor_Defense Philidor_Defense_Exchange_Variation,1380202
NJKQB,5rk1/5qp1/2p1p2p/3b4/R2P4/P3Q1RP/5PP1/6K1 w - - 1 39,e3h6 f7f2 g1h2 f2g3 h2g3 g7h6,1471,74,96,18560,advantage endgame fork long,https://lichess.org/teFsAAme#76,,1781760
57vx0,4r1k1/p2n1ppp/bpp2q2/3p4/3P1BP1/2PN1P2/PP2N2P/2KR1B1R w - - 1 20,d3e5 a6e2 f1e2 f6f4,1708,75,97,17998,advantage capturingDefender middlegame short,https://lichess.org/JAzGjHn2#38,,1745806
xFGVl,7k/pp1q1p1p/3b1p2/2pQ1N2/3P2P1/7P/PPP2PK1/4r3 b - - 0 22,e1e6 d4c5 d7b5 f5d6,1642,72,96,17208,advantage endgame short,https://lichess.org/zgQHRX4J/black#43,,1651968
BrA7Z,8/P1p2Q1p/1B1p3r/1P2p1k1/2B1Pp2/5P1q/R6b/5R1K w - - 5 40,a2g2 h2g3 h1g1 h3h1,1509,74,92,14078,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/vmGSkTfQ#78,,1295176
go8LF,rn1q1rk1/pp4p1/2p2npp/2b5/4p3/2N3P1/PPP1Q1BP/R1B2R1K b - - 1 14,f8e8 e2c4 g8h7 c4c5,1323,77,97,13524,advantage fork master opening short,https://lichess.org/wZEHSck9/black#27,Hungarian_Opening Hungarian_Opening_Slav_Formation,1311828
lvwgd,3r2k1/1p3p1p/pq3PRP/n7/P7/8/BP4Q1/5K2 b - - 0 34,h7g6 g2g6 g8h8 g6g7,1550,76,96,18797,endgame mate mateIn2 pin short,https://lichess.org/D81dAoda/black#67,,1804512
uV53U,2r5/1p1k1p2/4q3/3Np3/p3P3/P3PQ2/1P6/1K6 b - - 3 38,e6c6 f3f7 d7d6 f7e7,1497,75,95,17122,endgame mate mateIn2 short,https://lichess.org/rr5OLiXE/black#75,,1626590
fBBYt,8/1p2p3/p4k2/P2PN1p1/1P1K3p/6nP/6P1/1b3B2 w - - 1 50,f1c4 g3f5 d4c5 f6e5,1540,75,94,18010,crushing deflection endgame master short,https://lichess.org/HGd6VOe7#98,,1692940
BS2fp,7r/8/2p1p1k1/2b2p2/R3n3/5RPP/P3QP1K/q7 w - - 0 42,a4e4 h8h3 h2h3 a1h1,1365,77,97,14744,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/o4UBHOIK#82,,1430168
jAGRV,8/1p1R1p1p/1b3pk1/p6r/P3KP1r/1NP5/1P6/4R3 w - - 8 31,d7b7 h5e5 e4f3 e5e1,1609,76,96,15894,advantage endgame master pin short skewer,https://lichess.org/8LaQb3iN#60,,1525824
pVwyE,2r5/1p2pkb1/p6p/1n3p2/3P1N2/BP2P2P/P5P1/R5K1 w - - 3 26,a3c5 c8c5 d4c5 g7a1,1518,74,96,21413,advantage endgame short,https://lichess.org/jdlTDwkQ#50,,2055648
U7IuZ,8/5k2/R6P/5bK1/1P1r4/5p2/5P2/8 b - - 3 59,d4d5 a6f6 f7g8 f6f5,1253,76,97,16289,crushing endgame short,https://lichess.org/hGi5UApV/black#117,,1580033
NZOqV,r4rk1/2p1qpp1/p1pbp1n1/7Q/1P1PN3/2P5/PB3P2/2K4R b - - 3 30,f8b8 h5h7 g8f8 h7h8 g6h8 h1h8,1229,74,95,20076,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/lh4f77t8/black#59,,1907220
B3wSt,2rr2k1/5ppp/p7/1pn1qP2/1Q6/1P1p1BP1/P4P1P/2RR2K1 b - - 3 26,e5f5 f3g4 f5d5 g4c8,1690,74,96,14721,advantage middlegame short skewer,https://lichess.org/PeWWgnKF/black#51,,1413216
6o7W8,8/2p3k1/pp1p1brp/3PqB2/3pP2P/3P4/PP1Q3K/5R2 w - - 1 29,d2f4 e5f4 f1f4 f6e5 h2h3 e5f4 f5g6 g7g6,1196,75,94,16684,attraction clearance crushing endgame pin veryLong,https://lichess.org/tsGWrP8J#56,,1568296
IKRui,r4rk1/p2n1ppp/2Q1b3/q7/1p2P1P1/2NB3P/PPP5/2KR1R2 w - - 0 20,c6a4 a5g5 c1b1 b4c3,1629,73,95,14365,crushing middlegame short,https://lichess.org/LSCmmtcY#38,,1364675
B0ZNe,8/p2bkp2/4pr2/2pR4/5r2/2PB4/P2KR1PP/8 b - - 0 29,f4a4 d5d7 e7d7 d3b5 d7d6 b5a4,1285,75,96,23975,advantage attraction endgame fork long master masterVsMaster sacrifice,https://lichess.org/HmGz0562/black#57,,2301600
MsTqt,6r1/2kp4/p1q1pp2/1pb4p/5pPQ/2R4P/PPP2P2/4R1K1 w - - 4 26,b2b4 c5f2 h4f2 c6c3,1296,76,95,18185,advantage discoveredAttack endgame pin short,https://lichess.org/WURB2T5Q#50,,1727575
8szH0,1r4k1/2p2p1p/3p1Qp1/p2B1b2/2P5/8/q5PP/4R1K1 b - - 1 27,b8f8 d5f7 f8f7 e1e8 f7f8 f6f8,1712,77,97,14498,endgame long mate mateIn3 sacrifice,https://lichess.org/zIPjmwMm/black#53,,1406306
Db5Fv,r5rk/5p1p/p2p1PpQ/1p6/3qB3/5R2/PP4PP/2R4K b - - 0 29,d4e4 h6h7 h8h7 f3h3 e4h4 h3h4,1439,76,97,19156,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/fhZb48IT/black#57,,1858132
h06AQ,1R6/1Pr2ppk/7p/8/1r2R3/7P/1P3PPK/8 b - - 2 42,b4e4 b8h8 h7h8 b7b8q h8h7 b8c7,1455,74,95,13802,advancedPawn attraction crushing endgame fork long promotion rookEndgame,https://lichess.org/w6MjUPO6/black#83,,1311190
PEPiN,2r3k1/q4pp1/4pb1p/3p4/3P4/1PPQ3P/3N1PP1/1R4K1 w - - 5 23,f2f4 c8c3 d3c3 f6d4 g1h1 d4c3,1438,74,96,12739,attraction crushing endgame fork long sacrifice,https://lichess.org/X9vQYuMY#44,,1222944
ugpuB,3r2k1/p3bppp/1pp1q3/3rP3/8/P1B3Q1/1PP3PP/4RR1K b - - 4 24,d8d7 f1f6 e7f6 e5f6,1837,75,95,14001,advantage middlegame pin sacrifice short,https://lichess.org/LIH6CFAP/black#47,,1330095
3lvEQ,r2qrk2/1bpnn1pB/p3Q2p/8/p1PP4/B3P3/5PPP/R4RK1 b - - 0 19,d7f6 h7g6 b7d5 c4d5,1738,71,94,13137,crushing middlegame pin short,https://lichess.org/xOji1ICc/black#37,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1234878
DrN12,6k1/5pp1/1Q5p/p4q2/3P4/5P1r/P5P1/4R1K1 b - - 0 36,h3g3 b6b8 g8h7 b8g3,1693,73,94,13387,crushing endgame fork short,https://lichess.org/qbeJAH1y/black#71,,1258378
YpAV5,8/8/R2K1kp1/3P1p1p/5P2/6P1/8/4r3 b - - 5 49,e1g1 d6c7 f6f7 d5d6,2035,78,91,33768,crushing discoveredAttack endgame rookEndgame short,https://lichess.org/1vzPPbjS/black#97,,3072888
wB17X,R7/8/P7/2Kn4/1r2k3/8/8/8 b - - 0 74,b4b1 a8e8 e4f5 c5d5,1617,78,95,14652,crushing deflection endgame short,https://lichess.org/FjGxr3Rb/black#147,,1391940
LSwHr,8/6k1/pR5p/6p1/PPbp2P1/6KP/1r3B2/8 b - - 1 50,d4d3 f2d4 g7f7 d4b2 d3d2 b6d6,1337,74,96,22285,crushing endgame fork long,https://lichess.org/MfwCbljn/black#99,,2139360
Z49s8,4rrk1/1ppb2pp/p7/P7/1P6/2PB2K1/3N3P/R1R5 w - - 5 26,c1f1 e8e3 f1f3 f8f3 d2f3 e3d3,1545,78,97,24597,advantage exposedKing fork long middlegame,https://lichess.org/WD2mHX9i#50,,2385909
cPZur,5rk1/1b1Q1ppp/pbp5/3p4/1q3B2/2N4P/PPP2PP1/1R4K1 w - - 2 20,d7b7 b6f2 g1f2 b4b7,1265,74,96,20593,crushing discoveredAttack middlegame short,https://lichess.org/l4aLLav4#38,,1976928
7td2b,6rk/1ppR4/1p2p2p/4p1r1/4Pp1q/P1P2P2/1P1Q2PP/6RK w - - 9 31,d7d8 h4h2 h1h2 g5h5,1445,74,95,19706,attraction endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/ijUQtjAo#60,,1872070
iWkT1,N5k1/1p3p1p/p2p2pB/4p2n/4Pn1b/P2P3P/BPr3P1/R4R1K w - - 0 20,a8b6 h5g3 h1g1 c2g2,1718,75,96,13393,fork mate mateIn2 middlegame short,https://lichess.org/w8MQ6m5E#38,,1285728
V2APw,8/4R3/p4P2/1p6/3K1k2/P2P4/r1r5/8 b - - 2 40,a2a3 f6f7 a3a4 d4d5 c2c8 e7e8 c8e8 f7e8q,1521,73,97,22317,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/drSEY3XW/black#79,,2164749
H20LF,5k2/7R/b7/p7/P1p5/3B1R1P/1r1rp3/6K1 b - - 8 37,f8e8 d3g6 e8d8 f3f8,1398,74,97,20220,endgame mate mateIn2 short,https://lichess.org/pwjB4kGn/black#73,,1961340
ZTb4O,2k3nr/pp2pr2/2b5/3pR3/6p1/1N4B1/PPP2PP1/R5K1 w - - 3 23,b3d4 f7h7 f2f3 h7h1 g1f2 h1a1,1581,74,95,15644,advantage long master middlegame quietMove skewer,https://lichess.org/PoE3hj28#44,,1486180
3pwaP,r1bqk2r/pp1ppp1p/2n3p1/8/2P1n3/PP2P3/R2N1PPP/3QKBNR b Kkq - 0 10,e4c3 d1a1,1583,73,94,20234,advantage oneMove opening,https://lichess.org/fpTuLtBN/black#19,Modern_Defense Modern_Defense_Other_variations,1901996
EkwHy,8/6p1/R2N1pkp/P2K4/5P2/3pr1PP/8/8 w - - 0 53,a6b6 d3d2 b6b1 e3e1 b1e1 d2e1q,1313,78,96,17586,advancedPawn crushing endgame long promotion,https://lichess.org/pwQywvOZ#104,,1688256
sJqDT,r1bqk1nr/pppp2pp/2n5/2b1p3/2B1P3/5N2/PPPP2PP/RNBQK2R w KQkq - 2 6,f3e5 d8h4 g2g3 h4e4,1248,78,94,18674,crushing opening short,https://lichess.org/j2QpaYlT#10,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,1755356
KDVb6,2b1r3/pk4pp/1p2p3/4RN2/8/1P5r/P7/1KR5 b - - 0 36,h3h5 f5d6 b7b8 e5h5,1456,74,95,20850,crushing discoveredAttack endgame fork short,https://lichess.org/JGzbINTp/black#71,,1980750
XP4yM,2r4k/2q3p1/2N2pPp/2bPpP2/n1P4P/p7/K1PQB3/1R6 w - - 11 45,d2a5 c7a5 c6a5 a4c3,1382,76,95,17499,crushing master middlegame short,https://lichess.org/qFbuWy4W#88,,1662405
HfQCe,3r3k/pp2q1pp/2b1P3/8/6Q1/P7/1PP1BbPP/5R1K b - - 2 25,f2b6 f1f7 e7f7 e6f7,1353,74,95,17624,advancedPawn crushing master middlegame short,https://lichess.org/KPKGbxk2/black#49,,1674280
E4zgr,r3r1k1/1pq2ppp/2p2n2/4b3/1PR1P3/2N2BPP/2Q2P2/5RK1 b - - 2 21,a8a3 c3b5 c7d7 b5a3,1552,78,96,19924,advantage middlegame short,https://lichess.org/Z16VLElK/black#41,,1912704
ijtDo,1q3rk1/2p2pp1/2Bpbn1p/4p3/1P2P3/2PP1N1P/3N1KP1/r1BQR3 w - - 1 16,d1e2 b8b6 d3d4 b6c6,1225,74,96,15187,advantage fork middlegame short,https://lichess.org/pfjOfsQp#30,Italian_Game Italian_Game_Giuoco_Pianissimo,1457952
ClIp7,8/pp1nQpk1/6p1/3PP2r/q7/3B1NK1/PP6/8 b - - 2 34,d7e5 f3e5 a4h4 e7h4 h5h4 g3h4,1377,75,95,19762,crushing endgame long,https://lichess.org/GuBxaVLl/black#67,,1877390
BO61r,1r2r1k1/1p3p1p/p7/2p2pB1/2qb4/6QP/P4PP1/5RK1 b - - 1 31,b8c8 g5f6 g8f8 g3g7,1572,79,96,21709,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/jcEKoJzg/black#61,,2084064
S3eOe,rnb2rk1/ppppb1pp/4p1q1/8/3PN3/2P2N2/PP3PPP/R2QKB1R w KQ - 1 9,f1d3 g6g2 h1g1 g2f3,1272,75,95,20829,crushing opening short,https://lichess.org/F3RMwIhA#16,Dutch_Defense Dutch_Defense_Other_variations,1978755
8UVc2,r1r5/4ppk1/p2pqnp1/1p3N1p/3PP2P/1P3P2/1P1Q1P2/R3K1R1 b Q - 4 20,g7f8 d2h6 f8e8 f5g7 e8d7 g7e6,1505,75,97,13366,crushing fork long master middlegame,https://lichess.org/oZzPHvlr/black#39,,1296502
LyMxr,8/pp6/6p1/3pnkN1/2r4P/8/PP3PP1/4R1K1 b - - 1 30,c4h4 e1e5 f5e5 g5f3 e5f6 f3h4,1392,74,95,14257,attraction crushing endgame fork long sacrifice,https://lichess.org/42A03vyc/black#59,,1354415
fcaiq,8/p2Q2pk/7p/5p2/2Bp4/4P3/P5q1/3K4 b - - 0 45,d4e3 d7f5 g2g6 c4g8 h7g8 f5g6,1484,77,96,19709,crushing deflection endgame long,https://lichess.org/vJl5OYhj/black#89,,1892064
glvd4,8/2knQ3/r2p1p2/1qpP3P/4PB1P/1p6/PP1N4/2K3R1 w - - 0 31,c1b1 b5d3 b1a1 a6a2,1609,76,96,14033,mate mateIn2 middlegame queensideAttack short,https://lichess.org/lYj5ft1t#60,,1347168
GtaTe,8/5R2/4pN1k/p1b2rPp/P7/8/6PK/8 b - - 0 38,h6g5 f6e4 g5g4 f7f5 g4f5 e4c5,1538,72,96,17107,capturingDefender crushing discoveredAttack endgame long,https://lichess.org/BSqyu8fU/black#75,,1642272
60wgf,r1b1kb1r/5ppp/pqNp1n2/8/4P3/8/PP3PPP/RNBQ1RK1 w kq - 1 11,d1a4 c8d7 a4d4 b6c6,1494,73,97,26149,advantage opening short,https://lichess.org/PWXg73HE#20,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,2536453
yAP2L,r2qkb1r/ppp4p/5pb1/7Q/3np2N/2N5/PPP2PPP/R3KB1R w KQkq - 4 12,h4g6 d4c2 e1e2 d8d3,1613,74,96,14106,fork mate mateIn2 opening short,https://lichess.org/gJe9VtR2#22,Three_Knights_Opening Three_Knights_Opening_Winawer_Defense,1354176
GYVae,6rk/p2n1p1p/1r2pPpQ/q1ppP3/8/3P1R2/PB4PP/R5K1 b - - 5 24,b6b2 h6h7 h8h7 f3h3,1441,75,96,25180,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/GJG9eqQ4/black#47,,2417280
X9lia,8/4N3/p3b3/2P1p1k1/5p2/P4P2/5KP1/8 w - - 6 53,c5c6 g5f6 e7g6 f6g6,1249,74,95,14026,crushing endgame short trappedPiece,https://lichess.org/mPPGOpEq#104,,1332470
fXz1V,1R1N4/2r1b3/5kp1/p1r2p1p/1pP1p3/1P4P1/P2R1PK1/8 b - - 2 43,h5h4 b8b6 f6g5 d8e6,1558,75,95,13164,advantage endgame master short,https://lichess.org/2zllboNW/black#85,,1250580
VT6HX,6k1/6p1/3p1pPp/2p2P1P/q2pQ3/8/3P4/4K3 b - - 1 34,a4d7 e4a8 d7e8 a8e8,1653,77,96,13691,endgame mate mateIn2 queenEndgame short,https://lichess.org/AF0kgjwb/black#67,,1314336
NS3WK,3r2k1/ppr2p2/q5pp/4B3/6PP/bP3P2/K7/1B1QR2R w - - 3 32,d1d8 a3f8 a2b2 a6a3,1550,75,96,20985,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/ew2zl8NJ#62,,2014560
Y3Ech,3r3k/nQ5p/p5p1/4qp2/P7/3B4/1P4P1/2R2K2 w - - 1 35,b7a7 e5f4 f1g1 f4c1,1403,75,96,22918,crushing endgame fork short,https://lichess.org/K05uIBS2#68,,2200128
OXFtR,r4rk1/ppp2ppp/2n2n2/2p1p3/2P1P3/PP3PP1/1B1qNRKP/RQ6 b - - 1 18,d2e3 b2c1 e3f2 g2f2,1481,74,95,14621,advantage middlegame short trappedPiece,https://lichess.org/eDlTqYZ2/black#35,English_Opening English_Opening_Kings_English_Variation,1388995
EHFmO,r4rk1/3n1p2/pq1Np1p1/1B1nP2p/3N1Pbb/1Q2B3/PP4P1/2R2RK1 w - - 0 22,b5c4 b6b3 c4b3 d5e3,1695,75,95,17847,capturingDefender crushing middlegame short,https://lichess.org/Dx1gsX10#42,,1695465
79lBE,8/8/p7/1p4p1/1P5p/5PkP/6P1/5K2 b - - 3 45,g3h2 f1f2 a6a5 b4a5,1316,74,94,14891,crushing endgame pawnEndgame short zugzwang,https://lichess.org/6FW6kmTL/black#89,,1399754
Pe6G5,r5k1/p6p/1pp1p1p1/3pBr2/3P1Pbq/2P1P1Q1/PP4K1/R3R3 b - - 7 27,f5h5 g3h4 h5h4 g2g3 h4h3 g3g4,1923,76,95,13407,advantage long middlegame,https://lichess.org/4t4Oluh6/black#53,,1273665
k5OYw,8/4k1p1/4P3/4Kp1P/PP5P/2n5/8/8 b - - 2 50,c3a4 e5f5 a4c3 f5g6 c3d5 g6g7,1485,78,95,16620,crushing endgame knightEndgame long,https://lichess.org/xCfafsqo/black#99,,1578900
vZXQ2,3k2r1/1R6/p1p5/P2p4/3P4/2P3BP/2r3PK/8 b - - 0 40,c2c3 b7b8 d8e7 b8g8,1099,78,97,13316,crushing endgame short skewer,https://lichess.org/luDIkrt7/black#79,,1291652
SuAop,8/5pp1/4p3/1p1PP1P1/2k2P1K/8/8/8 b - - 0 53,e6d5 g5g6 f7g6 e5e6 d5d4 e6e7,1616,75,96,12820,advancedPawn crushing endgame long pawnEndgame,https://lichess.org/xnitI2Zo/black#105,,1230720
JYOtF,R7/P4pk1/3rp1pp/4b3/7P/6P1/2p2P1K/2B5 b - - 0 39,e5d4 a8g8 g7g8 a7a8q,1511,78,95,22426,advancedPawn advantage attraction endgame promotion short,https://lichess.org/2gNExtVy/black#77,,2130470
nI6Zs,5k2/R4p1p/3Nn1p1/1p2p3/1P1pP3/8/5r1P/2q3QK b - - 1 36,f2f1 a7f7 f1f7 g1c1,1532,73,96,19155,advantage deflection endgame master short,https://lichess.org/2mmABVbP/black#71,,1838880
Aw7Vn,r1br1n1k/5Q1p/p3p1p1/1p1pP1q1/3P4/3B3P/PP3PP1/2R2RK1 b - - 1 24,g5h6 f7f6 h6g7 f6d8,1259,73,95,14368,crushing fork middlegame short,https://lichess.org/w9yP7IMD/black#47,,1364960
